"id","name"
"pharmadus_base_form_fanning","Fanning"
"pharmadus_base_form_granel","Granel"
"pharmadus_base_form_pir_mide","Pirámide"
"pharmadus_base_form_c_psulas","Cápsulas"
"pharmadus_base_form_comprimidos","Comprimidos"
"pharmadus_base_form_soluci_n","Solución"
"pharmadus_base_form_granulado","Granulado"
